BGC_ZN_,spcs_cl_x,Species,REGION_,ORG_UNIT,ORG_UNIT_,F_CODE,F_NAME,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,FTRCLSS,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,BGC,BGC_LAB,ZONE_NA,SBZNNM,VRNTNM,PHASE_N,NTRLDSTRB1,AREA_SQM_,FEAT_LEN_,FEAT_AR,FTRLNGT,OBJECTID_,geometry,long,lat
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.142695650154 , 54.1373814085062",-125.14269565015351,54.13738140850617
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,LW,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128620836354 , 54.1305543755322",-125.12862083635366,54.130554375532185
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
SBS,S_SPP4_CD,FD,Skeena Natural Resource Region,RSK,Skeena Natural Resource Region,FM90000010,Natural Resource Region,NA,5,263213999695.985,5061576.7927,435,SBS,mc,2,NA,NDT3,SBSmc2,SBS mc 2,Sub-Boreal Spruce,Moist Cold,Babine,NA,Ecosystems with frequent stand-initiating events,19902817.0881,31970.283,19902817,31970,5125452,"-125.128397152465 , 54.1317245278071",-125.12839715246507,54.13172452780712
